edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
1989,short,European short film competition,,WOLLAM T.V.,Michel Lombet,1987,Belgium,,European short film competition,,,,,,,,,,,,,,,,,
1989,short,European short film competition,,FELIZ CUMPLEANOS,Jesus Font i urgell,1988,Spain,,European short film competition,"Ramoncín, Pere Molina, Maribel Verdú",,,,,,,18', Comedy,,,"https:,,www.imdb.com,title,tt0354574,?ref_=fn_al_tt_2",,,,,
1989,short,European short film competition,,A SLICE OF PIZZA,Simon Aeby,1988,Switzerland,,European short film competition,Barry Squitieri,,,,,,,5',,,,"https:,,www.imdb.com,title,tt0281142,?ref_=fn_al_tt_1",,,,,
1989,short,European short film competition,,LA GOURMANDISE,Manuel Gomez,1989,Belgium,,European short film competition,,,,,,,,,,,,,,,,,
1989,short,European short film competition,,THE COCKROACH,"Z. Kudla, F. Pyter",1987,Poland,,European short film competition,,,,,,,,,,,,,,,,,
1989,short,European short film competition,,DE GEZETEN THERESA VAN UTTEL,Herman P. Koerts,1988,Netherlands,,European short film competition,,,,,,,,,,,,,,,,,
1989,short,European short film competition,,PAS-TA-SHOOT-AH,Maurizio Forestieri,1989,Italy,,European short film competition,,,,,,,,,,,,"https:,,www.imdb.com,title,tt0242761,?ref_=fn_al_tt_1",,,,,
1989,short,European short film competition,,ORWOLD,Jean-Noël Gobron,1988,Belgium,,European short film competition,"Christian Baggen, Bernard Graczyk",,,,,,,," Action, Drama",,,"https:,,www.imdb.com,title,tt2616378,?ref_=fn_al_tt_1",,,,,
1989,short,European short film competition,,A NOITE SAIU A RUA,Abi Feijo,1988,Portugal,,European short film competition,,,,,,,,4', Animation,,,"https:,,www.imdb.com,title,tt0121597,?ref_=fn_al_tt_1",,,,,
1989,short,European short film competition,,THE BLACK DOG,Alison de Vere,1987,UK,,European short film competition,,,,,,,,18',Animation,,,"https:,,www.imdb.com,title,tt0985085,?ref_=nm_flmg_anm_5",,,,,
1989,short,European short film competition,,THE ZIP,Jo Ann Kaplan,1988,UK,,European short film competition,"Denis Lawson, Marian McLoughlin, Cindy Holden",,,,,,,11',,,,"https:,,www.imdb.com,title,tt0296290,?ref_=fn_al_tt_1",,,,,
1989,short,European short film competition,,OSOME,Boris Bergman,1989,France,,European short film competition,,,,,,,,,,,,,,,,,
1989,short,European short film competition,,GRAIN DE CIEL,Manuel Sanchez,1988,France,,European short film competition,"Christophe Waiss, Paul Bisciglia, Rosalie Lecan",,,,,,,11',,,,"https:,,www.imdb.com,title,tt0256785,?ref_=fn_al_tt_1",,,,,
1989,short,European short film competition,,VAMPITRERIES,Eric Delacour,1988,France,,European short film competition,,,,,,,,,,,,,,,,,
1989,short,European short film competition,,ILE FLOTTANTE,Pascale Thirode,1988,France,,European short film competition,"Raymond Aquilon,Clémentine Célarié,Christophe Salengro",,,,,,,12',,,,"https:,,www.imdb.com,title,tt1019984,?ref_=fn_al_tt_1",,,,,
1989,short,European short film competition,,HARRY'S DEATH,Phil van Tongeren,1989,Netherlands,,European short film competition,,,,,,,,,,,,,,,,,
1989,movie,Opening,,MONKEY SHINES,George A. Romero,1988,USA,Belgian,,"Jason Beghe, John Pankow, Kate McNeil",,,,,,,113',"Drama, Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0095652,?ref_=nv_sr_srsg_0",,,,,
1989,movie,Closing,,CHILD'S PLAY,Tom Holland,1988,USA,Belgian,,"Catherine Hicks, Chris Sarandon, Alex Vincent",,,,,,,87',"Fantasy, Horror, Thriller ",,,"https:,,www.imdb.com,title,tt0094862,?ref_=fn_al_tt_2",,,,,
1989,movie,International Competition,,WAXWORK,Anthony Hickox,1988,USA,Belgian,International Competition,"Zach Galligan, Deborah Foreman, Jennifer Bassey",,,,,,,95',"Comedy, Horror ",,,"https:,,www.imdb.com,title,tt0096426,?ref_=nv_sr_srsg_0",,,,,
1989,movie,International Competition,,"SPIRITS OF THE AIR, GREMLINS OF THE CLOUDS",Alex Proyas,1987,Australia,Belgian,International Competition,"Michael Lake, Melissa Davis, Norman Boyd",,,,,,,96',"Adventure, Science-Fiction",,,"https:,,www.imdb.com,title,tt0098373,?ref_=fn_al_tt_1",,,,,
1989,movie,International Competition,,LIFE ON THE EDGE,Tom Burman,1989,USA,Belgian,International Competition,"John Glover, Nancy Mette, Richard Portnow",,,,,,,86',"Comedy, Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0095608,?ref_=fn_al_tt_1",,,,,
1989,movie,International Competition,,OH! BABYLON,Costas Ferris,1989,Greece,World,International Competition,"Alkis Panagiotidis, Sotiria Leonardou, Giorgos Moshidis",,,,,,,90',Fantasy,,,"https:,,www.imdb.com,title,tt0217704,?ref_=fn_al_tt_1",,,,,
1989,movie,International Competition,,GOTHAM,Lloyd Fonvielle,1988,USA,World,International Competition,"Tommy Lee Jones, Virginia Madsen, Colin Bruce",,,,,,,98',Thriller ,,,"https:,,www.imdb.com,title,tt0095246,?ref_=fn_al_tt_1",,,,,
1989,movie,"International Competition, The Night, 7th Fantastic Night",,BAD TASTE,Peter Jackson,1987,New Zealand,Belgian,International Competition,"Terry Potter, Pete O'Herne,Craig Smith",,,,,,,91',"Comedy, Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0092610,?ref_=fn_al_tt_1",,,,,
1989,movie,International Competition,,THE CALLER,Arthur A. Seidelman,1987,USA,Belgian,International Competition,"Malcolm McDowell, Madolyn Smith Osborne",,,,,,,97',"Mystery, Science-Fiction, Thriller ",,,"https:,,www.imdb.com,title,tt0097007,?ref_=fn_al_tt_2",,,,,
1989,movie,International Competition,,PAPERHOUSE,Bernard Rose,1988,UK,Belgian,International Competition,"Charlotte Burke, Jane Bertish,Samantha Cahill",,,,,,,92',"Drama, Fantasy",,,"https:,,www.imdb.com,title,tt0098061,?ref_=fn_al_tt_1",,,,,
1989,movie,International Competition,,THE HARMS CASE,Slobodan D. Pesic,1987,Yougoslavia,Belgian,International Competition,"Frano Lasic, Damjana Luthar, Milica Tomic",,,,,,,93',Drama,,,"https:,,www.imdb.com,title,tt0140100,?ref_=fn_al_tt_1",,,,,
1989,movie,International Competition,,SHADOW OF DEATH,Robert Kirk,1988,USA,Belgian,International Competition,"Deborah Foreman, Clayton Rohner, Lyle Alzado",,,,,,,94',"Horror, Thriller",,,"https:,,www.imdb.com,title,tt0095005,?ref_=fn_al_tt_1",,,,,
1989,movie,International Competition,,INCIDENT AT RAVEN'S GATE,Rolf de Heer,1988,Australia,Belgian,International Competition,"Steven Vidler, Celine O'Leary, Ritchie Singer",,,,,,,94',"Drama, Mystery, Science-Fiction",,,"https:,,www.imdb.com,title,tt0095098,?ref_=fn_al_tt_1",,,,,
1989,movie,International Competition,,SOMEBODY IS WATCHING YOU,"Gustavo Cova, Horacio Maldonado",1988,Argentina,Belgian,International Competition,"Marisa Ferrari, Horacio Erman, Ana María Pittaluga",,,,,,,84',Horror ,,,"https:,,www.imdb.com,title,tt0211190,?ref_=fn_al_tt_1",ALGUIEN TE ESTÁ MIRANDO,,,,
1989,movie,International Competition,,LETHAL FILM,Suzanne Osten,1988,Sweden,Belgian,International Competition,"Leif Andrée, Christina Andrén, Ewamaria Björkström-Roos",,,,,,,109',,,,"https:,,www.imdb.com,title,tt0095534,?ref_=fn_al_tt_1",LIVSFARLIG FILM,,,,
1989,movie,International Competition,,PHANTOM OF DEATH,Ruggero Deodato,1988,Italy,Belgian,International Competition,"Michael York, Edwige Fenech, Donald Pleasence",,,,,,,90',"Horror, Thriller ",,,"https:,,www.imdb.com,title,tt0092865,?ref_=nv_sr_srsg_0",UN DELITTO POCO COMUNE,,,,
1989,movie,International Competition,,SIESTA,Mary Lambert,1987,"USA, UK",Belgian,International Competition,"Ellen Barkin, Gabriel Byrne, Julian Sands",,,,,,,97',"Drama, Mystery, Romance",,,"https:,,www.imdb.com,title,tt0093969,?ref_=fn_al_tt_1",,,,,
1989,movie,International Competition,,SCARECROWS,William Wesley,1988,USA,Belgian,International Competition,"Ted Vernon, Michael David Simms, Richard Vidan",,,,,,,83',"Action, Crime, Horror",,,"https:,,www.imdb.com,title,tt0096046,?ref_=fn_al_tt_1",,,,,
1989,movie,,,STORMY MONDAY,Mike Figgis,1988,UK,Belgian,,"Melanie Griffith, Tommy Lee Jones, Sting",,,,,,,93',"Crime, Drama, Musical",,,"https:,,www.imdb.com,title,tt0096180,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,FAIR GAME,Mario Orfini,1988,Italy,Belgian,,"Trudie Styler, Gregg Henry, Bill Moseley",,,,,,,81',"Horror, Thriller ",,,"https:,,www.imdb.com,title,tt0095126,?ref_=fn_al_tt_4",,,,,
1989,movie,,,SEASON OF FEAR,Doug Campbell,1989,USA,Belgian,,"Michael Bowen, Ray Wise, Clare Wren",,,,,,,89',Thriller ,,,"https:,,www.imdb.com,title,tt0094643,?ref_=fn_al_tt_1",,,,,
1989,movie,,,TRACK 29,Nicolas Roeg,1988,UK,Belgian,,"Theresa Russell, Gary Oldman, Christopher Lloyd",,,,,,,91',"Drama, Mystery",,,"https:,,www.imdb.com,title,tt0096294,?ref_=fn_al_tt_1",,,,,
1989,movie,,,THE KISS OF THE TIGER,Petra Haffter,1988,"West Germany , France",Belgian,,"Stéphane Ferrara, Beate Jensen, Yves Beneyton",,,,,,,105',Thriller ,,,"https:,,www.imdb.com,title,tt0093374,?ref_=nv_sr_srsg_0",DER KUß DES TIGERS,,,,
1989,movie,,,ABSOLUTION,Anthony Page,1978,USA,Belgian,,"Richard Burton, Dominic Guard, David Bradley",,,,,,,95',"Drama, Mystery, Thriller ",,,"https:,,www.imdb.com,title,tt0081975,?ref_=nm_flmg_dr_23",,,,,
1989,movie,,,DANGEROUS GAME,Stephen Hopkins,1988,Australia,Belgian,,"Miles Buchanan, Marcus Graham, Steven Grives",,,,,,,98',"Drama, Horror, Thriller",,,"https:,,www.imdb.com,title,tt0101656,?ref_=fn_al_tt_3",,,,,
1989,movie,,,APPRENTICE TO MURDER,R.L. Thomas,1988,USA,Belgian,,"Donald Sutherland, Chad Lowe, Mia Sara",,,,,,,97',"Drama, Horror, Mystery ",,,"https:,,www.imdb.com,title,tt0094671,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,BLACKOUT,Doug Adams,1988,USA,Belgian,,"Gail O'Grady, Carol Lynley, Michael Keys Hall",,,,,,,87',"Drama, Thriller",,,"https:,,www.imdb.com,title,tt0094756,?ref_=nm_knf_t1",,,,,
1989,movie,,,SHADOWS IN THE STORM,Terrell Tannen,1988,USA,Belgian,,"Ned Beatty, Mia Sara, Michael Madsen",,,,,,,85',"Crime, Drama, Mystery",,,"https:,,www.imdb.com,title,tt0096084,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,CAT'S EYE,Lewis Teague,1985,USA,Belgian,,"Drew Barrymore, James Woods, Alan King",,,,,,,94',"Comedy, Horror, Thriller",,,"https:,,www.imdb.com,title,tt0088889,?ref_=fn_al_tt_1",,,,,
1989,movie,,,"ELVIRA, MISTRESS OF THE DARK",James Signorelli,1988,USA,Belgian,,"Cassandra Peterson, Phil Rubenstein, Larry Flash Jenkins",,,,,,,96',"Comedy, Horror ",,,"https:,,www.imdb.com,title,tt0095088,?ref_=fn_al_tt_2",,,,,
1989,movie,,,THE CURSE,David Keith,1987,USA,Belgian,,"Wil Wheaton, Claude Akinsn Malcolm Danare",,,,,,,92',"Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0092809,?ref_=fn_al_tt_2",,,,,
1989,movie,,,TRICK OR TREAT,Charles Martin Smith,1986,USA,Belgian,,"Marc Price, Tony Fields, Lisa Orgolini",,,,,,,98',"Comedy, Horror, Musical",,,"https:,,www.imdb.com,title,tt0092112,?ref_=fn_al_tt_2",,,,,
1989,movie,,,THEY LIVE,John Carpenter,1988,USA,Belgian,,"Roddy Piper, Keith David, Meg Foster",,,,,,,94',"Action, Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0096256,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,NIGHTMARE AT NOON,Nico Mastorakis,1988,USA,Belgian,,"Wings Hauser, Bo Hopkins, George Kennedy",,,,,,,96',"Action, Science-Fiction, Horror ",,,"https:,,www.imdb.com,title,tt0100261,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,PARENTS,Bob Balaban,1989,USA,Belgian,,"Randy Quaid, Mary Beth Hurt, Sandy Dennis",,,,,,,81',"Comedy, Horror, Mystery ",,,"https:,,www.imdb.com,title,tt0098068,?ref_=fn_al_tt_1",,,,,
1989,movie,,,BAXTER,Jérôme Boivin,1989,France,Belgian,,"Lise Delamare, Jean Mercure, Jacques Spiesser",,,,,,,82',"Comedy, Drama, Horror",,,"https:,,www.imdb.com,title,tt0094713,?ref_=fn_al_tt_2",,,,,
1989,movie,,,MAXIMUM OVERDRIVE,Stephen King,1986,USA,Belgian,,"Emilio Estevez, Pat Hingle, Laura Harrington",,,,,,,98',"Action, Comedy, Horror",,,"https:,,www.imdb.com,title,tt0091499,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,FRIGHT NIGHT PART 2,Tommy Lee Wallace,1988,USA,Belgian,,"William Ragsdale, Roddy McDowall, Traci Lind",,,,,,,104',"Comedy, Horror, Thriller ",,,"https:,,www.imdb.com,title,tt0097390,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,976-EVIL,Robert Englund,1988,USA,Belgian,,"Stephen Geoffreys, Patrick O'Bryan, Jim Metzler",,,,,,,92',"Comedy, Horror ",,,"https:,,www.imdb.com,title,tt0094597,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,THE DREAMING,Mario Andreacchio,1988,Australia,Belgian,,"Arthur Dignam, Penny Cook, Gary Sweet",,,,,,,87',"Drama, Horror, Mystery ",,,"https:,,www.imdb.com,title,tt0095064,?ref_=nv_sr_srsg_1",,,,,
1989,movie,,,HOWLING IV: THE ORIGINAL NIGHTMARE,John Hough,1988,UK,World,,"Romy Windsor, Michael T. Weiss, Antony Hamilton",,,,,,,94',Horror,,,"https:,,www.imdb.com,title,tt0095334,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,CAMERON'S CLOSET,Armand Mastroianni,1988,UK,Belgian,,"Cotter Smith, Mel Harris, Scott Curtis",,,,,,,86',"Fantasy, Horror",,,"https:,,www.imdb.com,title,tt0097008,?ref_=nv_sr_srsg_0",,,,,
1989,movie,"The Night, 7th Fantastic Night",,UNMASKED PART 25,Anders Palm,1988,"UK, Canada",Belgian,,"Gregory Cox, Fiona Evans, Edward Brayshaw",,,,,,,85',"Comedy, Drama, Horror ",,,"https:,,www.imdb.com,title,tt0096343,?ref_=fn_al_tt_2",,,,,
1989,movie,,,A CHINESE GHOST STORY,Ching Siu-Tung,1987,Hong Kong,Belgian,,"Leslie Cheung, Joey Wang, Wu Ma",,,,,,,98',"Action, Fantasy, Horror",,,"https:,,www.imdb.com,title,tt0093978,?ref_=nv_sr_srsg_0",SIEN LUI YAU WAN,,,,
1989,movie,,,RETURN OF THE KILLER TOMATOES,John De Bello,1988,USA,Belgian,,"Anthony Starke, George Clooney, Karen M. Waldron",,,,,,,98',"Comedy, Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0095989,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,RETURN OF THE LIVING DEAD II,Ken Wiederhorn,1988,"USA, UK",Belgian,,"James Karen, Thom Mathews, Michael Kenworthy",,,,,,,89',"Comedy, Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0095990,?ref_=nm_flmg_dr_7",,,,,
1989,movie,,,PIN,Sandor Stern,1988,Canada,Belgian,,"David Hewlett, Cynthia Preston, Terry O'Quinn",,,,,,,103',"Horror, Thriller ",,,"https:,,www.imdb.com,title,tt0095871,?ref_=fn_al_tt_1",,,,,
1989,movie,,,THE KISS,Pen Densham,1988,"USA, Canada",Belgian,,"Joanna Pacula, Meredith Salenger, Mimi Kuzyk",,,,,,,101',"Drama, Fantasy, Horror",,,"https:,,www.imdb.com,title,tt0095454,?ref_=fn_al_tt_1",,,,,
1989,movie,,,THE LAIR OF THE WHITE WORM,Ken Russell,1988,UK,Belgian,,"Amanda Donohoe, Hugh Grant, Catherine Oxenberg",,,,,,,93',"Comedy, Horror ",,,"https:,,www.imdb.com,title,tt0095488,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,ON THE SILVER GLOBE,Andrzej Zulawski,1988,Poland,Belgian,,"Andrzej Seweryn, Jerzy Trela, Grazyna Dylag",,,,,,,166',"Adventure, Drama, Fantasy",,,"https:,,www.imdb.com,title,tt0093593,?ref_=nv_sr_srsg_0",NA SREBRNYM GLOBIE,,,,
1989,movie,,,SONS OF STEEL,Gary L. Keady,1988,Australia,Belgian,,"Rob Hartley, Roz Wason, Jeff Duff",,,,,,,104',"Comedy, Musical, Science-Fiction",,,"https:,,www.imdb.com,title,tt0098362,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,THE FLY II,Ch. Walas,1989,USA,Belgian,,"Eric Stoltz, Daphne Zuniga, Lee Richardson",,,,,,,105',"Drama, Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0097368,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,THE LAND BEFORE TIME,Don Bluth,1988,USA,Belgian,,"Pat Hingle, Gabriel Damon, Judith Barsi",,,,,,,69',"Animation, Adventure, Drama ",,,"https:,,www.imdb.com,title,tt0095489,?ref_=nv_sr_srsg_0",,,,,
1989,movie,,,NIGHTFALL,Paul Meyersberg,1988,USA,Belgian,,"David Birney, Sarah Douglas, Alexis Kanner",,,,,,,83',"Mystery, Science-Fiction",,,"https:,,www.imdb.com,title,tt0095738,?ref_=fn_al_tt_4",,,,,
1989,movie,"The Night, 7th Fantastic Night",,AMAZON WOMEN ON THE MOON,"Joe Dante, Carl Gottlieb, Peter Horton, John Landis, Robert K. Weiss",1987,USA,,,"Rosanna Arquette, Michelle Pfeiffer, Arsenio Hall",,,,,,,85',"Comedy, Science-Fiction",,,https://www.imdb.com/title/tt0092546/?ref_=fn_al_tt_1,,,,,
1989,movie,"The Night, 7th Fantastic Night",,MORONS FROM OUTER SPACE,Mike Hodges,1985,UK,,,"Mel Smith, Griff Rhys Jones, Joanne Pearce",,,,,,,86',"Comedy, Science-Fiction",,,https://www.imdb.com/title/tt0089622/?ref_=fn_al_tt_1,,,,,
1989,guest,Guest of honor,,,"Robert, Wise",,USA,,,,,,,,,,,,Director,,"https:,,www.imdb.com,name,nm0936404,?ref_=nv_sr_srsg_0",,,,,
1989,guest,Guest of honor,,,"Michael, York",,UK,,,,,,,,,,,,Actor,,"https:,,www.imdb.com,name,nm0001868,?ref_=nv_sr_srsg_0",,,,,
1989,guest,Guest of honor,,,"Cassandra ""Elvira"", Peterson",,USA,,,,,,,,,,,,Actress,,"https:,,www.imdb.com,name,nm0005308,?ref_=tt_ov_st_sm",,,,,
1989,guest,Guest of honor,,,"Irène, Papas",,Greece,,,,,,,,,,,,Actress,,"https:,,www.imdb.com,name,nm0660327,?ref_=nv_sr_srsg_0",,,,,
1989,guest,President,,International Competition,"Sergey, Bondarchuk",,USSR,,,,,,,,,,,,"Actor , Director",,"https:,,www.imdb.com,name,nm0094083,",,,,,
1989,guest,jury,,International Competition,"Pierre, Clementi",,France,,,,,,,,,,,,"Actor , Director",,"https:,,www.imdb.com,name,nm0167509,",,,,,
1989,guest,jury,,International Competition,"Paul, Naschy",,Spain,,,,,,,,,,,,Actor,,"https:,,www.imdb.com,name,nm0596701,",,,,,
1989,guest,jury,,International Competition,"Robbe, De Hert",,Belgium,,,,,,,,,,,,Director,,"https:,,www.imdb.com,name,nm0208862,",,,,,
1989,guest,jury,,International Competition,"Ronny, Coutteure",,Belgium,,,,,,,,,,,,Actor,,"https:,,www.imdb.com,name,nm0184261,",,,,,
1989,guest,jury,,Make Up Contest,"Jacques, Gastineau",,,,,,,,,,,,,,,,"https:,,www.imdb.com,name,nm0309440,?ref_=nv_sr_srsg_0",,,,,
1989,guest,jury,,Make Up Contest,"Giorgio, Giorgioni",,,,,,,,,,,,,,,,"https:,,www.imdb.com,name,nm6232267,?ref_=nv_sr_srsg_1",,,,,
1989,guest,jury,,Make Up Contest,"Jean-Pierre, Finotto",,,,,,,,,,,,,,,,"https:,,www.imdb.com,name,nm0278341,?ref_=fn_al_nm_1",,,,,
1989,guest,jury,,Make Up Contest,"Brigitte, Dewelle",,,,,,,,,,,,,,,,,,,,,
1989,guest,jury,,Make Up Contest,"Patrick, Parmentier",,,,,,,,,,,,,,,,,,,,,
1989,guest,jury,,Make Up Contest,"Françoise, Pecquereau",,,,,,,,,,,,,,,,,,,,,
1989,guest,jury,,International Body Painting Contest,"Claude, Giordano",,,,,,,,,,,,,,,,"https:,,www.imdb.com,name,nm2978527,?ref_=nv_sr_srsg_0",,,,,
1989,guest,jury,,International Body Painting Contest,"Luca, Oleastri",,,,,,,,,,,,,,,,,,,,,
1989,guest,jury,,International Body Painting Contest,"Jean-Pierre, Finotto",,,,,,,,,,,,,,,,"https:,,www.imdb.com,name,nm0278341,?ref_=fn_al_nm_1",,,,,
1989,guest,jury,,International Body Painting Contest,"Patrick, Parmentier",,,,,,,,,,,,,,,,,,,,,
1989,guest,jury,,International Body Painting Contest,"Brigitte, Tabary",,,,,,,,,,,,,,,,,,,,,
1989,guest,jury,,International Body Painting Contest,"Jean-Paul, Duriaux",,,,,,,,,,,,,,,,,,,,,
1989,guest,jury,,International Body Painting Contest,"Albert, Karaziwan",,,,,,,,,,,,,,,,,,,,,
1989,guest,movie,,OFF BALANCE,"Michael, York",,,,,,,,,,,,,,,,"https:,,www.imdb.com,name,nm0001868,?ref_=nv_sr_srsg_0",,,,,
1989,guest,movie,,"ELVIRA, MISTRESS OF THE DARK","Cassandra ""Elvira"", Peterson",,,,,,,,,,,,,,,,"https:,,www.imdb.com,name,nm0005308,?ref_=tt_ov_st_sm",,,,,
1989,guest,movie,,THE LAIR OF THE WHITE WORM,"Sammi, Davis",,UK,,,,,,,,,,,,Actress,,"https:,,www.imdb.com,name,nm0205423,?ref_=tt_cl_t5",,,,,
1989,guest,movie,,FAIR GAME,"Trudie, Styler",,UK,,,,,,,,,,,,Actress,,"https:,,www.imdb.com,name,nm0836548,?ref_=tt_ov_st_sm",,,,,
1989,guest,movie,,HOWLING IV: THE ORIGINAL NIGHTMARE,"Lamya, Derval",,France,,,,,,,,,,,,Actress,,"https:,,www.imdb.com,name,nm0220675,?ref_=tt_cl_t5",,,,,
1989,guest,movie,,HOWLING IV: THE ORIGINAL NIGHTMARE,"John, Hough",,,,,,,,,,,,,,,,"https:,,www.imdb.com,name,nm0396421,?ref_=tt_ov_dr",,,,,
1989,guest,movie,,PAPERHOUSE,"Bernard, Rose",,,,,,,,,,,,,,,,"https:,,www.imdb.com,name,nm0741262,?ref_=tt_ov_dr",,,,,
1989,guest,movie,,,"Jacques, Gastineau",,France,,,,,,,,,,,,Special Effects,,"https:,,www.imdb.com,name,nm0309440,?ref_=nv_sr_srsg_0",,,,,
1989,guest,movie,,BAXTER,"Jérôme, Boivin",,,,,,,,,,,,,,,,"https:,,www.imdb.com,name,nm0092459,?ref_=fn_al_nm_1",,,,,
1989,guest,movie,,OH! BABYLONE,"Costas, Ferris",,Egypt,,,,,,,,,,,,Director,,"https:,,www.imdb.com,name,nm0002948,?ref_=nv_sr_srsg_0",,,,,
1989,guest,movie,,,"Luca, Oleastri",,,,,,,,,,,,,,,,,,,,,
1989,guest,movie,,,"Giorgio, Giorgioni",,Italy,,,,,,,,,,,,Special Effects,,"https:,,www.imdb.com,name,nm6232267,?ref_=nv_sr_srsg_1",,,,,
1989,guest,movie,,SOMEBODY IS WATCHING YOU,"Horacio, Maldonado",,Argentina,,,,,,,,,,,,Director,,"https:,,www.imdb.com,name,nm0539218,?ref_=nv_sr_srsg_0",,,,,
1989,guest,movie,,SOMEBODY IS WATCHING YOU,"Gustavo, Cova",,Argentina,,,,,,,,,,,,Director,,"https:,,www.imdb.com,name,nm0184362,?ref_=nv_sr_srsg_0",,,,,
1989,guest,movie,,THE KISS OF THE TIGER,"Petra, Haffter",,Germany,,,,,,,,,,,,Director,,"https:,,www.imdb.com,name,nm0353135,?ref_=nv_sr_srsg_0",,,,,
1989,guest,movie,,THE KISS OF THE TIGER,"Beate, Jensen",,Germany,,,,,,,,,,,,Actress,,"https:,,www.imdb.com,name,nm0421335,?ref_=nv_sr_srsg_0",,,,,
1989,guest,movie,,,"Mike, Hodges",,UK,,,,,,,,,,,,Director,,"https:,,www.imdb.com,name,nm0388198,?ref_=nv_sr_srsg_0",,,,,
1989,guest,movie,,,"Don, Bluth",,USA,,,,,,,,,,,,Director,,"https:,,www.imdb.com,name,nm0089940,?ref_=nv_sr_srsg_0",,,,,
1989,guest,movie,,,"Urbanus,",,Belgium,,,,,,,,,,,,Actor,,"https:,,www.imdb.com,name,nm0881710,?ref_=fn_al_nm_1",,,,,
1989,palmares,Golden Raven,Winner,PAPERHOUSE,Bernard Rose,,,,International Competition,,,,,,,,,"Drama, Fantasy",,,"https:,,www.imdb.com,title,tt0098061,?ref_=nv_sr_srsg_0",,,,,
