edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
1992,short,European short film competition,,SCHRODINGERSKAT,Paolo Pistolesi,1990,Netherlands,,European short film competition,"Bruno Ganz, Ischa Gast, Johan Leysen",,,,,,,18',,,,https://www.imdb.com/title/tt0210966/?ref_=nm_knf_t2,,,,,
1992,short,European short film competition,,LA SAGA DES GLAISES,"D. Ferre , O. Thery-Lapiney",1990,France,,European short film competition,,,,,,,,,Animation ,,,https://www.imdb.com/title/tt0281156/?ref_=nm_flmg_prd_9,,,,,
1992,short,European short film competition,,SYLVIA HATES SAM,Ben McPherson,1991,UK,,European short film competition,,,,,,,,,,,,,,,,,
1992,short,European short film competition,,SABBAT,"Gisèle Ansorge, Ernest Ansorge",1991,Switzerland,,European short film competition,,,,,,,,10',Animation ,,,https://www.imdb.com/title/tt0323861/?ref_=nm_flmg_dr_2,,,,,
1992,short,European short film competition,,L'EMPAILLEUR,Chris Samwells,1992,Belgium,,European short film competition,,,,,,,,,,,,,,,,,
1992,movie,Opening,,CAPE FEAR,Martin Scorsese,1991,USA,BELGIAN,,"Robert De Niro, Nick Nolte, Jessica Lange; Juliette Lewis, Robert Mitchum",,,,,,,128',"Crime, Thriller ",,,https://www.imdb.com/title/tt0101540/?ref_=nv_sr_srsg_0,,,,,
1992,movie,Closing,,FREEJACK,Geoff Murphy,1992,USA,EUROPEAN,,"Emilio Estevez, Mick Jagger, Rene Russo, Anthony Hopkins, Amanda Plummer",,,,,,,110',"Action, Crime, Science-Fiction",,,https://www.imdb.com/title/tt0104299/?ref_=nv_sr_srsg_0,,,,,
1992,movie,International Competition,,THE BORROWER,John McNaughton,1990,USA,BELGIAN,International Competition,"Rae Dawn Chong, Don Gordon, Tom Towles",,,,,,,92',"Comedy, Horror, Science-Fiction",,,https://www.imdb.com/title/tt0101502/?ref_=nv_sr_srsg_4,,,,,
1992,movie,International Competition,,CRUEL ESTATE,Janos Xantus,1991,Hungary,BELGIAN,International Competition,"Klára Falvay, András Fekete, Andrzej Ferenc",,,,,,,90',Drama,,,https://www.imdb.com/title/tt0103024/?ref_=nv_sr_srsg_0,Szoba kiáltással,,,,
1992,movie,International Competition,,HIGHWAY 61,Bruce McDonald,1991,Canada,BELGIAN,International Competition,"Don McKellar, Valerie Buhagiar, Earl Pastko",,,,,,,102',"Comedy, Musical",,,https://www.imdb.com/title/tt0102035/?ref_=nv_sr_srsg_0,,,,,
1992,movie,International Competition,,THE JOHNSONS,Rudolf Van den Berg,1991,Netherlands,BELGIAN,International Competition,"Monique van de Ven, Esmée de la Bretonière, Kenneth Herdigein",,,,,,,103',"Adventure, Horror",,,https://www.imdb.com/title/tt0104568/?ref_=nv_sr_srsg_2,,,,,
1992,movie,International Competition,,MUTRONICS,"Screaming Mad George , Steve Wang",1991,USA,BELGIAN,International Competition,"Greg Joung Paik, Jimmie Walker; Peter Spellos",,,,,,,88',"Action, Comedy, Science-Fiction",,,https://www.imdb.com/title/tt0101988/?ref_=nv_sr_srsg_0,,,,,
1992,movie,International Competition,,PAST MIDNIGHT,Jan Eliasberg,1991,USA,EUROPEAN,International Competition,"Rutger Hauer, Natasha Richardson, Clancy Brown, Paul Giamatti",,,,,,,100',"Drama, Mystery, Romance ",,,https://www.imdb.com/title/tt0105108/?ref_=nv_sr_srsg_1,,,,,
1992,movie,International Competition,,THE PEOPLE UNDER THE STAIRS,Wes Craven,1991,USA,EUROPEAN,International Competition,"Brandon Quintin , AdamsEverett McGill, Wendy Robie",,,,,,,102',"Comedy, Horror, Mystery",,,https://www.imdb.com/title/tt0105121/?ref_=nv_sr_srsg_0,,,,,
1992,movie,International Competition,,SPLIT SECOND,Tony Maylam,1992,"USA , UK",EUROPEAN,International Competition,"Rutger Hauer, Kim Cattrall, Alastair Duncan",,,,,,,90',"Action, Crime, Horror",,,https://www.imdb.com/title/tt0105459/?ref_=nv_sr_srsg_0,,,,,
1992,movie,International Competition,,TETSUO II : THE BODY HAMMER,Shinya Tsukamoto,1991,Japan,BELGIAN,International Competition,"Tomorô Taguchi, Shin'ya Tsukamoto, Nobu Kanaoka",,,,,,,83',"Action, Horror, Science-Fiction",,,https://www.imdb.com/title/tt0105569/?ref_=nv_sr_srsg_0,,,,,
1992,movie,International Competition,,TIMEBOMB,Avi Nesher,1991,USA,BELGIAN,International Competition,"Michael Biehn, Patsy Kensit, Tracy Scoggins",,,,,,,96',"Action, Drama, Science-Fiction",,,https://www.imdb.com/title/tt0105597/?ref_=nv_sr_srsg_0,,,,,
1992,movie,International Competition,,TIMESCAPE,David N. Twohy,1991,USA,BELGIAN,International Competition,"Jeff Daniels, Ariana Richards, Emilia Crow",,,,,,,99',"Mystery, Science-Fiction",,,https://www.imdb.com/title/tt0104362/?ref_=nm_flmg_wr_23,,,,,
1992,movie,International Competition,,WHITE LIGHT,Al Waxman,1990,Canada,BELGIAN,International Competition,"Martin Kove, Allison Hossack, Martha Henry",,,,,,,90',"Action, Drama, Fantasy ",,,https://www.imdb.com/title/tt0103250/?ref_=nv_sr_srsg_5,,,,,
1992,movie,,,AFRAID OF THE DARK,Mark Peploe,1991,"UK , France",BELGIAN,,"James Fox, Fanny Ardant, Paul McGann",,,,,,,91',"Drama, Fantasy, Horror",,,https://www.imdb.com/title/tt0101276/?ref_=nv_sr_srsg_6,,,,,
1992,movie,,,"AFTER DARK, MY SWEET",James Foley,1990,USA,BELGIAN,,"Jason Patric, Rachel Ward, Bruce Dern",,,,,,,114',"Crime, Drama, Mystery",,,https://www.imdb.com/title/tt0098994/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,MY DAUGHTER'S KEEPER,Heinrich Dahms,1990,"USA , South Africa",WORLD,,"Nicholas Guest, Ana Padrão, Jocelyn Broderick",,,,,,,89',"Drama, Thriller ",,,https://www.imdb.com/title/tt0101379/?ref_=nm_flmg_dr_5,AU PAIR,,,,
1992,movie,,,BACKSLIDING,Simon Target,1991,Australia,BELGIAN,,"Tim Roth, Jim Holt, Odile Le Clezio",,,,,,,88',"Drama, Thriller ",,,https://www.imdb.com/title/tt0101395/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,CLOSET LAND,Radha Bharadwaj,1991,USA,BELGIAN,,"Madeleine Stowe, Alan Rickman",,,,,,,89',"Drama, Thriller",,,https://www.imdb.com/title/tt0101597/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,COLD HEAVEN,Nicolas Roeg,1992,UK  ,EUROPEAN,,"Theresa Russell, Mark Harmon, James Russo",,,,,,,105',"Drama, Mystery, Thriller ",,,https://www.imdb.com/title/tt0103982/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,THE DARK BACKWARD,Adam Rifkin,1991,USA,EUROPEAN,,"Judd Nelson, Bill Paxton, Wayne Newton",,,,,,,101',Comedy,,,https://www.imdb.com/title/tt0101660/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,A DEMON IN MY VIEW,Petra Haffter,1991,Germany,BELGIAN,,"Anthony Perkins, Uwe Bohm, Sophie Ward",,,,,,,110',"Horror, Thriller",,,https://www.imdb.com/title/tt0102394/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,DINOSAURS,Brett R. Thompson,1990,UK,BELGIAN,,"Marc Martorana, Tony Doyle, R.A. Mihailoff",,,,,,,88',"Adventure, Family, Fantasy",,,https://www.imdb.com/title/tt0103621/?ref_=nm_flmg_dr_2,,,,,
1992,movie,,,DROP DEAD FRED,Ate De Jong,1991,UK,BELGIAN,,"Phoebe Cates, Rik Mayall, Marsha Mason",,,,,,,103',"Comedy, Drama, Fantasy ",,,https://www.imdb.com/title/tt0101775/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,FOR BETTER AND FOR WORSE,Clive Donner,1992,"France , Germany , Canada",BELGIAN,,"Kate Nelligan, Jennifer Beals, Geraint Wyn Davies
",,,,,,,95',"Crime, Drama, Mystery ",,,https://www.imdb.com/title/tt0105566/?ref_=nv_sr_srsg_3,,,,,
1992,movie,,,FREDDY'S DEAD : THE FINAL NIGHTMARE,Rachel Talalay,1991,USA,BELGIAN,,"Robert Englund, Lisa Zane, Shon Greenblatt",,,,,,,89',"Fantasy, Horror ",,,https://www.imdb.com/title/tt0101917/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,THE GERMAN CHAINSAW MASSACRE,Christoph Schlingensief,1990,Germany,BELGIAN,,"Karina Fallenstein, Susanne Bredehöft, Artur Albrecht",,,,,,,63',"Comedy, Horror ",,,https://www.imdb.com/title/tt0099415/?ref_=nm_flmg_dr_12,,,,,
1992,movie,,,GUILTY AS CHARGED,Sam Irvin,1990,USA,EUROPEAN,,"Rod Steiger, Lauren Hutton, Heather Graham",,,,,,,95',"Comedy, Crime ",,,https://www.imdb.com/title/tt0101983/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,THE HAUNTING,"Roger Corman, Francis Ford Coppola, Jack Nicholson, Monte Hellman, Mark Griffiths","1,960",USA,BELGIAN,,"Boris Karloff, Jack Nicholson, Sandra Knight",,,,,,,81',"Horror, Thriller",,,https://www.imdb.com/title/tt0057569/?ref_=fn_al_tt_3,,,,,
1992,movie,,,HIGHWAY TO HELL,Ate De Jong,1990,USA,BELGIAN,,"Patrick Bergin, Adam Storke, Chad Lowe",,,,,,,94',"Adventure, Comedy, Fantasy",,,https://www.imdb.com/title/tt0104418/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,INTIMATE STRANGER,Allan Holzman,1991,USA,EUROPEAN,,"Debbie Harry, James Russo, Paige French
",,,,,,,96',Thriller ,,,https://www.imdb.com/title/tt0104519/?ref_=nv_sr_srsg_5,,,,,
1992,movie,,,LIARS EDGE,Ron Oliver,1991,Canada,WORLD,,"Nicholas Shields, Shannon Tweed, David Keith
",,,,,,,97',"Drama, Thriller ",,,https://www.imdb.com/title/tt0104720/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,LIEBESTRAUM,Mike Figgis,1991,USA,BELGIAN,,"Kevin Anderson, Bill Pullman, Kim Novak",,,,,,,112',"Mystery, Thriller ",,,https://www.imdb.com/title/tt0102299/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,LUNATICS,Josh Becker,1991,USA,BELGIAN,,"Ted Raimi, Deborah Foreman, Bruce Campbell
",,,,,,,87',"Comedy, Drama, Romance ",,,https://www.imdb.com/title/tt0102357/?ref_=nv_sr_srsg_3,,,,,
1992,movie,,,THE MARTIANS,Patrick Read Johnson,1990,USA,BELGIAN,,"Douglas Barr, Royal Dano, Ariana Richards
",,,,,,,100',"Adventure, Comedy, Science-Fiction",,,https://www.imdb.com/title/tt0100666/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,MIKEY,Dennis Dimster-Denk,1991,USA,EUROPEAN,,"Brian Bonsall, Josie Bissett, Ashley Laurence

",,,,,,,92',"Horror, Thriller ",,,https://www.imdb.com/title/tt0104870/?ref_=nm_flmg_dr_6,,,,,
1992,movie,,,MOONRISE,David Blyth,1992,New Zealand,BELGIAN,,"Al Lewis, Justin Gocke, Milan Borich",,,,,,,95',"Comedy, Family",,,https://www.imdb.com/title/tt0131494/?ref_=nm_flmg_dr_14,My Grandpa Is a Vampire,,,,
1992,movie,,,THE SECT,Michele Soavi,1991,Italy,BELGIAN,,"Kelly Curtis, Herbert Lom, Mariangela Giordano
",,,,,,,125',Horror ,,,https://www.imdb.com/title/tt0100581/?ref_=nm_flmg_dr_23,,,,,
1992,movie,,,SHAKES THE CLOWN,Bobcat Goldthwait,1991,USA,EUROPEAN,,"Bobcat Goldthwait, Julie Brown, Bruce Baum
",,,,,,,87',"Comedy, Crime, Drama ",,,https://www.imdb.com/title/tt0102898/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,"SILENT NIGHT, DEADLY NIGHT V",Martin Kitrosser,1991,USA,WORLD,,"William Thorne, Jane Higginson, Van Quattro",,,,,,,90',"Horror, Science-Fiction",,,https://www.imdb.com/title/tt0105410/?ref_=nv_sr_srsg_7,,,,,
1992,movie,,,STAR TREK VI : THE UNDISCOVERED COUNTRY,Nicholas Meyer,1991,USA,BELGIAN,,"William Shatner, Leonard Nimoy, DeForest Kelley",,,,,,,110',"Action, Adventure, Science-Fiction",,,https://www.imdb.com/title/tt0102975/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,THE STREET SWEEPERS,Olli Soinio,1991,Finland,BELGIAN,,"Soli Labbart, Kari Sorvali, Mikko Kivinen
",,,,,,,80',"Comedy, Horror ",,,https://www.imdb.com/title/tt0102180/?ref_=nm_flmg_dr_5,,,,,
1992,movie,,,TETSUO I : THE IRON MAN,Shinya Tsukamoto,1989,Japan,BELGIAN,,"Tomorô Taguchi, Kei Fujiwara, Nobu Kanaoka
",,,,,,,67',"Fantasy, Horror, Science-Fiction",,,https://www.imdb.com/title/tt0096251/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,"TRULY, MADLY, DEEPLY",Anthony Minghella,1991,UK,BELGIAN,,"Juliet Stevenson, Alan Rickman, Jenny Howe
",,,,,,,106',"Comedy, Drama, Fantasy",,,https://www.imdb.com/title/tt0103129/?ref_=nv_sr_srsg_0,,,,,
1992,movie,,,ZEIRAM,Keita Amemiya,1991,Japan,EUROPEAN,,"Yûko Moriyama, Kunihiro Ida, Yukijirô Hotaru",,,,,,,92',"Action, Adventure, Comedy",,,https://www.imdb.com/title/tt0103327/?ref_=nv_sr_srsg_0,,,,,
1992,movie,"The Night, 10th Fantastic Night",,BASKET CASE 3 : THE PROGENY,Frank Henenlotter,1991,USA,EUROPEAN,,"Kevin Van Hentenryck, Annie Ross, Gil Roper
",,,,,,,90',"Comedy, Horror",,,https://www.imdb.com/title/tt0103773/?ref_=nv_sr_srsg_3,,,,,
1992,movie,"The Night, 10th Fantastic Night",,SCANNERS III : THE TAKEOVER,Christian Duguay,1991,USA,EUROPEAN,,"Liliana Komorowska, Valérie Valois, Steve Parrish",,,,,,,101',"Action, Horror, Science-Fiction",,,https://www.imdb.com/title/tt0105322/?ref_=nv_sr_srsg_1,,,,,
1992,movie,"The Night, 10th Fantastic Night",,WAXWORLD II : LOST IN TIME,Anthony Hickox,1991,USA,WORLD,,"Zach Galligan, Monika Schnarre, Martin Kemp
",,,,,,,104',"Comedy, Fantasy, Horror",,,https://www.imdb.com/title/tt0105792/?ref_=nv_sr_srsg_0,,,,,
1992,movie,"The Night, 10th Fantastic Night, Special Youth - ""Aroma di Troma""",,THE TOXIC AVENGER II,"Lloyd Kaufman, Michael Herz",1989,USA,BELGIAN,,"Ron Fazio, John Altamura, Phoebe Legere
",,,,,,,102',"Action, Comedy, Horror",,,https://www.imdb.com/title/tt0098503/?ref_=nv_sr_srsg_5,,,,,
1992,movie,Hommage to James Coburn,,LOOKER,Michael Crichton,1981,USA,,,"Albert Finney, James Coburn, Susan Dey
",,,,,,,93',"Drama, Science-Fiction, Thriller ",,,https://www.imdb.com/title/tt0082677/?ref_=nv_sr_srsg_0,,,,,
1992,movie,Kids Day,,INNERSPACE,Joe Dante,,,,,"Dennis Quaid Martin Short, Meg Ryan
",,,,,,,120',"Action, Adventure, Comedy",,,https://www.imdb.com/title/tt0093260/?ref_=nv_sr_srsg_0,,,,,
1992,movie,Kids Day,,BRAZIL,Terry Gilliam,,,,,"Jonathan Pryce, Kim Greist, Robert De Niro",,,,,,,132',"Drama, Science-Fiction",,,https://www.imdb.com/title/tt0088846/?ref_=nv_sr_srsg_0,,,,,
1992,movie,Kids Day,,"Honey, I Shrunk the Kids",Joe Johnston,,,,,"Rick Moranis, Matt Frewer, Marcia Strassman",,,,,,,93',"Family, Adventure, Comedy",,,https://www.imdb.com/title/tt0097523/?ref_=nv_sr_srsg_0,,,,,
1992,movie,Kids Day,,EDWARD SCISSORHANDS,Tim Burton,,,,,"Johnny Depp, Winona Ryder, Dianne Wiest",,,,,,,105',"Romance, Drama, Fantasy",,,https://www.imdb.com/title/tt0099487/?ref_=nv_sr_srsg_0,,,,,
1992,movie,Kids Day,,E.T. THE EXTRA-TERRESTRIAL,Steven Spielberg,,,,,"Henry Thomas, Drew Barrymore, Peter Coyote",,,,,,,115',"Family, Science-Fiction",,,https://www.imdb.com/title/tt0083866/?ref_=nv_sr_srsg_0,,,,,
1992,movie,Kids Day,,GHOST,Jerry Zucker,,,,,"Patrick Swayze, Demi Moore, Whoopi Goldberg
",,,,,,,127',"Romance, Drama, Fantasy",,,https://www.imdb.com/title/tt0099653/?ref_=nv_sr_srsg_9,,,,,
1992,movie,Kids Day,,SCROOGED,Richard Donner,,,,,"Bill Murray, Karen Allen, John Forsythe",,,,,,,101',"Comedy, Fantasy, Drama",,,https://www.imdb.com/title/tt0096061/?ref_=nv_sr_srsg_0,,,,,
1992,movie,Kids Day,,The NeverEnding Story II: The Next Chapter,George Miller,,,,,"Jonathan Brandis, Kenny Morrison, Clarissa Burt",,,,,,,90',"Family, Adventure, Drama",,,https://www.imdb.com/title/tt0100240/?ref_=fn_al_tt_1,,,,,
1992,movie,Kids Day,,GREMLINS,Joe Dante,,,,,"Zach Galligan, Phoebe Cates, Hoyt Axton",,,,,,,106',"Comedy, Fantasy, Horror",,,https://www.imdb.com/title/tt0087363/?ref_=nv_sr_srsg_0,,,,,
1992,movie,Kids Day,,BACK TO THE FUTURE III,Robert Zemeckis,,,,,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen",,,,,,,118',"Science-Fiction, Adventure, Comedy ",,,https://www.imdb.com/title/tt0099088/?ref_=fn_al_tt_5,,,,,
1992,movie,Kids Day,,SHORT CIRCUIT,John Badham,,,,,"Ally Sheedy, Steve Guttenberg, Fisher Stevens",,,,,,,98',"Comedy, Family, Science-Fiction",,,https://www.imdb.com/title/tt0091949/?ref_=nv_sr_srsg_0,,,,,
1992,movie,"Special Youth - ""Aroma di Troma""",,CLASS OF NUKE 'EM HIGH 2,Eric Louzil,1991,USA,BELGIAN,,"Brick Bronsky, Lisa Gaye, Leesa Rowland",,,,,,,90',"Comedy, Horror, Science-Fiction",,,https://www.imdb.com/title/tt0101591/?ref_=nv_sr_srsg_2,,,,,
1992,movie,"Special Youth - ""Aroma di Troma""",,MONSTER IN THE CLOSET,Bob Dahlin,1986,USA,BELGIAN,,"Donald Grant, Denise DuBarry, Claude Akins",,,,,,,90',"Comedy, Horror, Science-Fiction",,,https://www.imdb.com/title/tt0091544/?ref_=nv_sr_srsg_0,,,,,
1992,movie,"Special Youth - ""Aroma di Troma""",,RABID GRANNIES,Emmanuel Kervyn,1988,Belgium,BELGIAN,,"Catherine Aymerie, Caroline Braeckman, Richard Cotica",,,,,,,89',"Comedy, Horror ",,,https://www.imdb.com/title/tt0098157/?ref_=nv_sr_srsg_0,,,,,
1992,movie,"Special Youth - ""Aroma di Troma""",,SGT KABUKIMAN N.Y.P.D.,"Lloyd Kaufman , Michael Herz",1991,USA,BELGIAN,,"Rick Gianasi, Susan Byun, Bill Weeden",,,,,,,105',"Action, Comedy, Crime ",,,https://www.imdb.com/title/tt0117609/?ref_=nv_sr_srsg_0,,,,,
1992,movie,"Special Youth - ""Aroma di Troma""",,TROMA'S WAR,"Lloyd Kaufman, Michael Herz",1989,USA,BELGIAN,,"Carolyn Beauchamp, Sean Bowen, Rick Washburn",,,,,,,91',"Action, Adventure, Comedy",,,https://www.imdb.com/title/tt0096310/?ref_=nv_sr_srsg_2,,,,,
1992,short,The New-Zealand Cinema,,THE JOKER,Aileen O'Sullivan,1991,New Zealand,EUROPEAN,,,,,,,,,,,,,,,,,,
1992,movie,The New-Zealand Cinema,,ANGEL MINE,David Blyth,1979,New Zealand,EUROPEAN,,"Derek Ward, Jennifer Redford, Myra De Groot",,,,,,,68',Fantasy,,,https://www.imdb.com/title/tt0247928/?ref_=nm_flmg_dr_21,,,,,
1992,movie,The New-Zealand Cinema,,BAD TASTE,Peter Jackson,1987,New Zealand,,,"Terry Potter, Pete O'Herne, Craig Smith",,,,,,,91',"Comedy, Horror, Science-Fiction",,,https://www.imdb.com/title/tt0092610/?ref_=nv_sr_srsg_0,,,,,
1992,movie,The New-Zealand Cinema,,DEATH WARMED UP,David Blyth,1983,New Zealand,,,"Michael Hurst, Margaret Umbers, William Upjohn",,,,,,,82',"Horror, Science-Fiction",,,https://www.imdb.com/title/tt0089002/?ref_=nv_sr_srsg_0,,,,,
1992,movie,The New-Zealand Cinema,,MR WRONG,Gaylene Preston,1984,New Zealand,BELGIAN,,"Heather Bolton, David Letch, Perry Piercy",,,,,,,88',"Horror, Thriller",,,https://www.imdb.com/title/tt0089630/?ref_=nv_sr_srsg_10,,,,,
1992,movie,The New-Zealand Cinema,,THE LOST TRIBE,John Laing,1983,New Zealand,,,"John Bach, Darien Takle, Don Selwyn",,,,,,,114',"Adventure, Horror, Mystery",,,https://www.imdb.com/title/tt0139432/?ref_=nm_flmg_prd_11,,,,,
1992,movie,The New-Zealand Cinema,,MEET THE FEEBLES,Peter Jackson,1989,New Zealand,,,"Danny Mulheron, Donna Akersten, Stuart Devenie",,,,,,,97',"Comedy, Musical ",,,https://www.imdb.com/title/tt0097858/?ref_=nv_sr_srsg_0,,,,,
1992,movie,The New-Zealand Cinema,,THE RETURNING,John Day,1990,New Zealand,BELGIAN,,"Phillip Gordon, Alison Routledge, Max Cullen",,,,,,,91',Horror,,,https://www.imdb.com/title/tt0100483/,,,,,
1992,movie,The New-Zealand Cinema,,THE NAVIGATOR,Vincent Ward,1988,New Zealand,,,"Bruce Lyons, Chris Haywood, Hamish Gough",,,,,,,92',"Action, Adventure, Drama",,,https://www.imdb.com/title/tt0095709/?ref_=nv_sr_srsg_2,,,,,
1992,movie,The New-Zealand Cinema,,THE QUIET EARTH,Geoff Murphy,1985,New Zealand,,,"Bruno Lawrence, Alison Routledge, Pete Smith",,,,,,,91',"Drama, Mystery, Science-Fiction",,,https://www.imdb.com/title/tt0089869/?ref_=nv_sr_srsg_0,,,,,
1992,movie,The New-Zealand Cinema,,THE SCARECROW,Sam Pillsbury,1982,New Zealand,BELGIAN,,"Jono Smith, Tracy Mann, Daniel McLaren",,,,,,,88',"Mystery, Horror, Thriller",,,https://www.imdb.com/title/tt0084636/,,,,,
1992,movie,9 years of awarded movies,,ANGUSTIA,Bigas Luna,1987,Spain,,,"Zelda Rubinstein, Michael Lerner, Talia Paul",,,,,,,86',"Horror, Thriller",,,https://www.imdb.com/title/tt0090644/?ref_=nm_flmg_wr_14,,,,,
1992,movie,9 years of awarded movies,,CHUD,Douglas Cheek,1984,USA,,,"John Heard, Daniel Stern, Christopher Curry",,,,,,,88',"Horror, Science-Fiction",,,https://www.imdb.com/title/tt0087015/?ref_=nv_sr_srsg_0,,,,,
1992,movie,9 years of awarded movies,,"HENRY, PORTRAIT OF A SERIAL KILLER",John McNaughton,1986,USA,,,"Michael Rooker, Tracy Arnold, Tom Towles",,,,,,,83',"Biography, Crime, Drama",,,https://www.imdb.com/title/tt0099763/?ref_=nv_sr_srsg_0,,,,,
1992,movie,9 years of awarded movies,,MAXIE,Paul Aaron,1985,USA,,,"Glenn Close, Mandy Patinkin, Ruth Gordon",,,,,,,98',"Comedy, Fantasy",,,https://www.imdb.com/title/tt0089569/?ref_=nv_sr_srsg_3,,,,,
1992,movie,9 years of awarded movies,,THE MONSTER SQUAD,Fred Dekker,1985,USA,,,"Andre Gower, Robby Kiger, Stephen Macht",,,,,,,79',"Action, Comedy, Fantasy ",,,https://www.imdb.com/title/tt0093560/?ref_=nv_sr_srsg_0,,,,,
1992,movie,9 years of awarded movies,,NIGHTMARES,Joseph Sargent,1983,USA,,,"Cristina Raines, Joe Lambie, Anthony James",,,,,,,99',"Horror, Science-Fiction",,,https://www.imdb.com/title/tt0086014/,,,,,
1992,movie,9 years of awarded movies,,PICCOLI FUOCHI,Peter Del Monte,1985,Italy,,,"Dino Jaksic, Valeria Golino, Carlotta Wittig",,,,,,,95',Drama,,,https://www.imdb.com/title/tt0089808/?ref_=nv_sr_srsg_0,,,,,
1992,movie,9 years of awarded movies,,SOCIETY,Brian Yuzna,1989,USA,,,"Billy Warlock, Concetta D'Agnese, Ben Slack",,,,,,,99',"Comedy, Horror",,,https://www.imdb.com/title/tt0098354/?ref_=nv_sr_srsg_9,,,,,
