edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
1986,movie ,Opening,,LINK,Richard Franklin,1986,USA,,,"Terence Stamp, Elisabeth Shue, Steven Finch",,,,,,,103',Horror,,,"https:,,www.imdb.com,title,tt0091415,?ref_=fn_al_tt_1",,,,,"A famous anthropologist who got a PhD with a thesis about the missing link in Darwin’s evolution theory, is being visited by a young student. She becomes his assistant and participates in the execution of his revolutionary theories. When the pair is about to make a great discovery, the professor disappears. The young woman is left behind with three unusual lodgers. Link, who takes care of the house. Imp, a computer science genius and Vadou, who is locked up because of his aggressive behaviour. Three monkeys that were subjected to the professors experiments. Because of his disappearance the student will have to use all of her energy to stand up to the laws of the jungle, control… the laws of animal instinct. 
Director Richard Franklin left the directing for Psycho 11 to Anthony Perkins. Franklin is a director who apparently wants to explore new fields in fantastic film. After Psycho 11 and Patrick he hasn’t made it easy for himself. Link is an anthropological thriller that does not only excel in originality of screenplay but also in the nature of the protagonists. "
1986,movie ,Closing,,DREAM LOVER,Alan J. Pakula,1986,USA,,,"Kristy McNichol, Ben Masters, Paul Shenar",,,,,,,104',"Crime, Drama, Thriller",,,"https:,,www.imdb.com,title,tt0090970,?ref_=nv_sr_srsg_2",,,,,"Dreams that become reality: who doesn’t dream about that? For the heroine of Dreamlover that dream has become reality. She only has to dream it to make it happen. But sleeping could be destructive, because the dreams of this lovely young lady are far from innocent. She seeks a window through which she can fly away or she plants a knife inside her obtrusive admirers. In reality Dreamlover is about Kristy McNichol’s therapy to detach herself from her compulsive illusions.
In Dreamlover Alan J. Pakula (All the President's Men, The Parralax View) has completely devoted himself to the sharp nature of the characters. No intestines splashing around or horrid demons, but an authentic psychological film"
1986,movie ,International Competition,,WEIRD SCIENCE,John Hugues,1985,USA,,International Competition,"Anthony Michael HallI, lan Mitchell-Smith, Kelly LeBrock",,,,,,,94',"Comedy, Romance, Science-Fiction",,,"https:,,www.imdb.com,title,tt0090305,?ref_=nv_sr_srsg_0",,,,,"Two male virgins, who are in no way notable or extraordinary, try to get out of social isolation by programming a dream creation… and execute it on their home computer. All the sizes, limps and curves from their dreams are combined into one single model who steps out of the computer. Kelly Le Brock, a gorgeous piece of female beauty who is here to nurture their sensual education.
John Hughes (The Breakfast Club) directed one big adolescent wink to the myth of the (female) monster of Frankenstein. Weird Science is a compelling comic illustration of the new trend in the fantastic film. It combines the appetizing laughter with the ominous special effects (implemented by Graig Reardon from Poltergeist, ET and Henry Miller who showed what he was capable of in 2010). Add the irresistible looks of Kelly Le Brock (The Woman in Red) to all of this and you have a film you can’t miss, under any circumstances."
1986,movie ,International Competition,,CRIMEWAVE,Sam Raimi,1985,USA,,International Competition,"Louise Lasser, Brion James, Paul L. Smith",,,,,,,83',"Comedy, Crime, Horror",,,"https:,,www.imdb.com,title,tt0088967,?ref_=nv_sr_srsg_0",,,,,"A judicial error… what if that happened to you, you’d think. And nevertheless… pulled along in a whirlpool of unbelievable events Vic sees his death by the electric chair coming closer and closer.
With his first film ‘Evil Dead’ Sam Raimi (then 23) was immediately considered a Grandmaster of gruesome. Ever since he wants to prove at all costs that he is capable of more than portraying a bloody slaughter. Sam Raimi recruited the Coen brothers (authors of the terrific Blood Simple) and committed an anarchic assault to the comic film world with ‘Crimewave’. His passion for comics, film noir à la Bogaert and burlesque humour resulted in startling film madness. Starring Paul Smith (the prison commander in Midnight Express) and Brian James (an android from Blade Runner) as professional killers"
1986,movie ,International Competition,,AFTER DARKNESS,"Dominique Othenin-Girard, Sergio Guerras",1985,"Switzerland , UK",,International Competition,"John Hurt, Julian Sands, Victoria Abril",,,,,,,104',"Drama, Horror, Thriller ",,,"https:,,www.imdb.com,title,tt0088679,?ref_=nv_sr_srsg_2",,,,,"After a traumatic experience in his childhood, a man suffers from a severe form of schizophrenia. His older brother, a married professor guilty of this existing trauma removes his brother from medical care, convinced that the chemotherapy is completely useless in his case. He leaves his family and decides to live together with this lunatic. He is certain that he can overcome his brothers’ disease with his love and compassion.

A script that can charm any moviestar was the outset for two young directors to gather an impressive cast: John Hurt (The Elephant Man, 1984, The Hit) who signed on first, Julian Sands (The Doctor and The Devils) who followed almost immediately after and Victoria Abril (La Lune dans le Caniveau) who supplied the production with an international tinge."
1986,movie ,International Competition,,MAXIE,Paul Aaron,1985,USA,,International Competition,"Glenn Close, Mandy Patinkin, Ruth Gordon",,,,,,,98',"Comedy, Fantasy",,,"https:,,www.imdb.com,title,tt0089569,?ref_=nv_sr_srsg_2",,,,,"Maxie, the famous teenager who made the headlines of the boulevard press in Hollywood during the Roaring Twenties and tragically died after shooting her first film, lives on in our memories as an exceptional woman with a hot-temper. Fifty years later Nick and Jan watch the legendary film of Maxie on television. The duo is fascinated with the beauty and vitality of the actress. The pictures are surprisingly realistic and for a moment it seems as if her spirit, her voice and her body are physically present in the room. Numbed by this, Nick makes love to his wife and discovers an unknown passion in her. It is only then that he realises that Maxie is in possession of his wife’s body. "
1986,movie ,International Competition,,TERMINAL CHOICE,Sheldon Larry,1985,UK,,International Competition,"Joe Spano, Diane Venora, David McCallum",,,,,,,97',"Horror, Thriller",,,"https:,,www.imdb.com,title,tt0090148,?ref_=nv_sr_srsg_0",,,,,"When Dr Frank Holt loses his second patient as a result of a wrong treatment, he is at a loss for words. Nonetheless he is confident that he hasn’t made a professional error. Incidentally, that would just be impossible: the hospital is equipped with a super sophisticated central computer that infallibly surveys each move of the medical staff. Frank Holt realises that his reputation, bust most of all his confidence is at stake en starts an investigating the situation. He wants to get his hands on the medical file of his last patient at all costs, but something or someone is persistently trying to keep him from reading it.
This fascinating science fiction film is extraordinarily believable. Lead actor Joe Spano makes a stunning film debut as Frank Holt and is surrounded by Diane Venora (Wolfen, Manhatten), David McCallum (The Man From U.N.C.L.E) and the promising Robert Joy (Ticket to Heaven)."
1986,movie ,International Competition,,THE TESTAMENT OF PROFESSOR DOWELL,Leonid Menaker,1984,USSR,,International Competition,"Olgert Kroders, Igor Vasilev, Valentina Titova",,,,,,,91',"Drama, Science-Fiction",,,"https:,,www.imdb.com,title,tt0088447,?ref_=fn_al_tt_1",ZAVESHCHANIYE PROFESSORA DOUELYA,,,,"Dr Korn doesn’t have the guts to accomplish his ambitions. His prestigious project consists of bringing two human organisms together in one single biological structure but he needs professor Dowell to bring it to a successful conclusion. The scientist in question is an old hand in the business who has devoted a lot of years of his life to the study of compatibility of certain organic tissues. But the professor kicks the bucket after a fatal car accident.
Not the least of Korns problems. The somewhat unusual surgeon with very few scruples digs up his old colleague, efficiently removes the head of the deceased and reactivates the brain. Dowell will have plenty of time to ask himself about the moral values and about the benefaction of science for that same science."
1986,movie ,"International Competition, The Night, 4th Fantastic Night	The Night, 4th Fantastic Night",,NOMADS,John McTiernan,1986,USA,,International Competition,"Lesley-Anne Down, Pierce Brosnan, Anna Maria Monticelli",,,,,,,91',"Horror, Mystery, Thriller",,,"https:,,www.imdb.com,title,tt0091647,?ref_=nv_sr_srsg_1",,,,,"Covered in blood and with a look that reveals rage, a man stumbles into a hospital to die in the arms of doctor Eileen Flax. An insignificant original fact. It only becomes mysterious when Eileen is tormented with hallucinations in which she is silently and hostile approached by a gang of Teddy Boys who seem to want to hurt her…
Nomads turned out to be a ticking bomb on the preceding film market. When it finally exploded, the name of the director, John Mc Tierman was all everyone could talk about. Nomads is an authors film in the most literal sense of the word, it is about the promising debut of a director who could become the John Carpenter of the eighties. He strips his film from every reference to an existing reality and creates a surreal atmosphere that turns Nomads into a real spine chiller."
1986,movie ,International Competition,,STAR KNIGHT,Fernando Colomo,1985,Spain,,International Competition,"Klaus Kinski, Harvey Keitel, Fernando Rey",,,,,,,90',"Adventure, Fantasy, Science-Fiction",,,"https:,,www.imdb.com,title,tt0088870,?ref_=nv_sr_srsg_0",EL CABALLERO DEL DRAGÓN,,,,"We find ourselves in the heart of the dark Middle Ages. An eccentric man mixes all sorts of potions and handles strange objects. The health of the count of Ruk is steadily deteriorating and, to turn the tide, the court alchemist is fathoming the secret of the philosopher’s stone. On an ominous night he recites the formulas of a mysterious invocation. Is his invocation the cause of a series of mysterious incidents in the castle? That same night the dragon appeared for the first time. A roaring and fire-spitting monster covered in shiny scales.
In this super production, an original interpretation of one of the oldest written legends, Sword and Sorcery and Science Fiction are mixed together. We see Klaus Kinski in the role of the mysterious alchemist, Harvey Keitel as the glorious knight and Fernando Rey as the monk."
1986,movie ,International Competition,,SEXMISSION by Juliusz Machulski,Juliusz Machulski,1984,Poland,,International Competition,"Wieslaw Michnikowski, Jerzy Stuhr, Olgierd Lukaszewicz",,,,,,,117',"Adventure, Comedy, Science-Fiction",,,"https:,,www.imdb.com,title,tt0088083,?ref_=nv_sr_srsg_0",SEKSMISJA,,,,"Two men take part in a hibernation-experiment. When they wake up, they soon discover that the world they were living in is turned upside-down: a world war has swiped the earth clear of its population. Only an animal-like group of cave woman, who have limited the interaction with the male gender to the use of their spermatozoa, have survived the catastrophe. What’s worse is that they hold the male gender responsible for this world tragedy that has destroyed humanity.
This is a science-fiction comedy with a political and philosophic touch that was registered by the 30-year-old Juliusz Machulski. This young Polish director who earned his stripes as an actor, screenwriter and cinematographer for television, obtained the grand price at the Festival of the Humoristic film in Vevey ’82 for his film Vabank (1981)."
1986,movie ,,,"
Revenge in the House of Usher by Jess Franco",Jess Franco,1983,USA,,International Competition,"Howard Vernon, Antonio Mayans, Lina Romay, Olivier Mathot, Daniel White",,,,,,,93',Horror,,,https://www.imdb.com/title/tt0084592/?ref_=nm_flmg_act_40,NEUROSIS,,,,"Acker takes the confession of his former master, professor Usher, the last descendant of an ancient dynasty that devotes its existence to evil and insanity. Usher tells that he conceived a blind creature when he was a young professor at the university of Prague. It was destined to become his Golem and assist him on his path of evil. 
The famous novella by Edgar Allen Poe ‘The Fall of the House of Usher’ was the inspiration for Neurosis. The professor is brilliantly impersonated by the old-timer in the horror genre: Howard Vernon, who conceptualised the character ‘The Terrible Dr. Orloff’ after playing the title role in The Thousand Eyes of Dr. Mabuse by Fritz Lang. A diabolic scientist that can certainly be displayed next to the busts of Mabuse, Jeckyll and Frankenstein."
1986,movie ,International Competition,,UNDERWORLD by George Pavlou,George Pavlou,1985,UK,,International Competition,"Denholm Elliott, Steven Berkoff, Larry Lamb",,,,,,,88',"Action, Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0090233,?ref_=fn_al_tt_2",,,,,"Dr Savaryis is one of those mad scientists who conduct somewhat bizarre experiments. The scientist in question used human guinea pigs in his lab who displayed the most hideous boils, bulges and deformations after the experiment. The victims of the cruel doctor escape from his lab and settle themselves in the catacombs of the city. They are attracted to a young girl, Nicole, who possesses supernatural powers, and abduct her. Her father is a mobster who is furious about the abduction and he sends one of his best men into the catacomb. But the beautiful Nicole feels more at home in the unhealthy, underground world of her abductors where there is no day or night, than above the ground where hypocrisy and cruelty thrive…
Underworld is a fantastic thriller that will only make the spectator dare to watch it between two fingers. The picture shows a lot of film noir characteristics but at the same time bursts with make-up delights. Peter Litten (April Fool's day, The Last Horror Film), a former disciple of Chris Tucker, is emerging to be a true make-up master."
1986,movie ,International Competition,,LITTLE FLAMES,Peter Del Monte,1985,Italy,,International Competition,"Dino Jaksic, Valeria Golino, Carlotta Wittig",,,,,,,95',Drama,,,"https:,,www.imdb.com,title,tt0089808,?ref_=nv_sr_srsg_0",,,,,"He is five years old and has a limitless imagination. Abandoned by his parents, he creates a dreamworld with fairytale friends: a tiny and cranky king, an all-knowing robot and a lovely dragon. Their foolery is as innocent as it is dangerous, until the boy falls in love with a young woman. For her he is willing to overcome all dangers and even a diabolic revenge can’t scare the boy away.
Piccoli Fuochi has nothing to do with the abundant and fierce American popcorn-genre for pimpled youngsters: it’s a sensitive and ingenious analysis of the child and his fantasy world. Claudio Argento’s production is directed by Peter Del Monte (L’altra donna and L’ivintation au voyage)."
1986,movie ,Classic Retro,,TWILITH ZONE - THE MOVIE,"John Landis, Steven Spielberg, Joe Dante, George Miller",1983,USA,,,"Dan Aykroyd, Albert Brooks, Vic Morrow",,,,,,,101',"Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0086491,?ref_=fn_al_tt_1",,,,,"As a tribute to the late tv series The Twilight Zone four film directors who earned their stripes in fantastic put their heads together to sketch out their journey in four stages. A journey through the fifth dimension. The sharp humour and the ruthless ethics by John Landis (Schlock, The Blues Brothers, An American Werewolf in London), makes the spectator shiver with a nightmare that its victim caused it. The magical hand of Spielberg is unquestionably present in the second episode in which the imagery emits an undefined poetic power. A simple yet beautiful story about the dreams of childhood and the nostalgia of being old. The third part that Joe Dante took on himself, introduces a cruel bully, who has a mythical gift that makes it possible for him to accomplish everything he wants. The icing on the cake is without a doubt the episode Nightmare at 20.000 Feet, that is being presented to us by George “Mad Max” Miller. He ingeniously tells us how a passenger with a claustrophobic fear of airplanes slowly goes insane on a Boeing. Claustrophobic horror guaranteed."
1986,movie ,Classic Retro,,PHANTASM,D.A. Coscarelli,1979,Italy,,,"A. Michael Baldwin, Bill Thornbury, Reggie Bannister",,,,,,,89',"Horror, Science-Fiction",,,"https:,,www.imdb.com,title,tt0079714,?ref_=nv_sr_srsg_0",,,,,"Mike doesn’t move an inch from his brother Jody. Their parents passed away and the boy is obsessed with the thought that Jody will abandon him. One day Mike notices that the graveyard of Morningside is in the grip of an unfortunate spell. He races to his brother and tells him what he has seen, but bumps up against a sneering smile. Offended, he ventures the ominous depths of the tombs all-alone.
With Phantasm Don Coscarelli won the special price of the jury in Avoriaz(’79). His next film became The Beastmaster, in which he showed himself to be a worthy member of the new generation of young directors, led by Spielberg and Lucas."
1986,movie ,Classic Retro,,THE HOWLING,Joe Dante,1981,USA,,,"Dee Wallace, Patrick Macnee, Dennis Dugan",,,,,,,91',Horror ,,,"https:,,www.imdb.com,title,tt0082533,?ref_=fn_al_tt_1",,,,,"The young and talented television journalist Karen gets the opportunity of a lifetime in her career. She is being called by a certain Eddie who claims to be responsible for a series of gruesome murders that happened the last three days in Los Angeles. He proposes an exclusive interview. They agree to meet each other in a sex shop. Eddie arrived a little too early. He is sitting in a small room privately watching a porno film. However when she notices his figure she notices that his body is lacking every human form. She escapes this adventure in one piece… but she will have to recover from the shock in a home for the elderly.
The Howling is important in the history of fantastic film. For one thing it confirmed the talent of Joe Dante who at the time had directed only one film (Piranha) but has delivered quality products ever since. On the other hand The Howling put the spotlights on Bob Bottin’s talent. He accomplished stunning werewolf transformations that made the film notorious."
1986,movie ,Classic Retro,,GREMLINS,Joe Dante,1984,USA,,,"Zach Galligan, Phoebe Cates, Hoyt Axton",,,,,,,106',"Comedy, Fantasy, Horror ",,,"https:,,www.imdb.com,title,tt0087363,?ref_=fn_al_tt_1",,,,,"Christmas eve. Rand gives his son Billy a small chubby animal with a colourful fur and sad eyes as a present. The animal, called Gizmo, which he bought in one of the most cluttered shops in stereotype china town, comes with an unusual manual. The Gizmo isn’t allowed to come into contact with water as well as bright light and cannot be fed past midnight. Like it always happens in the movies, Billy does not stick to the rules.
Gremlins is an unusual, cynic Christmas story that seems to be the result of an unlikely marriage between Walt Disney and Tex Avery. Gremlins is a marvellous relaxing cocktail of horror, humour and romantics. A spectacle that will leave the film-fan chuckling with pleasure in his seat as a result of the fast succession of gags and references to Hollywood classics (from E. T. and The Texas Chainsaw Massacre to Snowwhite). Gremlins is the brainchild of Chris Columbus who also pulled the screenplay for «The Goonies» out of his sleeve. Joe Dante (The Howling, Piranha and It’s a Good Life from The twilight Zone) presents himself as a true master of combining bursts of laughter with cries of distress."
1986,movie ,Classic Retro,,STAR TREK: THE MOTION PICTURE,Robert Wise,1979,USA,,,"William Shatner, Leonard Nimoy, DeForest Kelley",,,,,,,132',"Adventure, Mystery, Science-Fiction",,,"https:,,www.imdb.com,title,tt0079945,?ref_=nm_flmg_dr_3",,,,,"The 23rd century. Three Klingon cruisers are on a patrol flight. Suddenly they are attacked by a mysterious enemy and are destroyed one by one. In the space station Epsilon the scientists have to stand by helplessly. But the information they send the headquarters of the Star Fleet in San Francisco is much more frightening: the mysterious destructive force is penetrating the department of the federation and racing down to planet earth with a speed that is unheard of…
Due to the incredible success of the TV-show Star Trek in the U.S., the producers have been dreaming of an adaptation for the screen. The realisation of this very expensive project fell into the hands of film artist Robert Wise (West Side Story, Audrey Rose, The Andromeda Strain), who trusted the special effects to Douglas Trumbull (2001, Brainstorm, Close Encounters of the Third Kind) and John Dykstra (Star Wars). Their tricks and stage settings give this super production the fairy-like charm of a children’s fairytale."
1986,movie ,Classic Retro,,TERMINATOR,James Cameron,1984,USA,,,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn",,,,,,,107',"Action, Science-Fiction",,,"https:,,www.imdb.com,title,tt0088247,?ref_=nv_sr_srsg_3",,,,,"After a disastrous nuclear war John Connor takes charge of the scarce survivors and takes on the war against an army of robots and cyborgs that want to exterminate the last humans. For these androids there is only one solution to destroy Connor and his guerrilla: interfere with the past and prevent his birth from even happening. In Terminator two classic themes of science fiction are merged together: the coup of the machine and the travel through time. The fierce editing and the diabolic rhythm of action and violence make the film a hallucinating experience.
Terminator, based on a screenplay that is as steady as a rock, was directed by the masterful hand of James Cameron (Piranha II) who mostly made fame with his special effects in Escape from New York. Add the brilliant impersonation by Arnold “Conan” Schwarzenegger (the Cyborg) and Michael Biehn, along with the stunning special effects by Stan Winston (The Thing) and you get an irresistible chunk of raw cinema."
1986,movie ,Classic Retro,,BRAZIL,Terry Gilliam,1985,UK,,,"Jonathan Pryce, Kim Greist, Robert De Niro",,,,,,,132',"Drama, Science-Fiction",,,"https:,,www.imdb.com,title,tt0088846,?ref_=nv_sr_srsg_0",,,,,"BRAZIL takes place in a vague but yet slightly familiar future. We are located in the heart of a metropolis that is being terrorized by a omnipresent, pompous and outdated mechanism. A ministry of information regulates the daily life of each citizen down to the last detail. In this Kafkaian imperium lives a modest, somewhat dreamy and humble man: Sam Lowry. He’s a hardworking servant at the ministry who doesn’t cherish any ambition and has accepted his desperate life that only becomes interrupted by his heroic and romantic dreams. A smacked fly that ends up in a computer and takes the thing out of order, changes the until then steady life of Sam and turns it into a true nightmare.
Terry Gillian who we already know of Monthy Python’s Flying Circus delivers a masterpiece with both humoristic and gruesome touches. It’s a film that breathes an Orwellian atmosphere and contains unforgettable images. He directed Jabberwocky and Time Bandits, but it’s not until now with Brazil that he expresses himself as a genius sculptor who we cannot miss anymore in the future."
1986,movie ,Classic Retro,,THE LAST STARFIGHTER,Nick Castle,1984,USA,,,"Lance Guest, Robert Preston, Kay E. Kuter",,,,,,,101',"Action, Adventure, Science-Fiction",,,"https:,,www.imdb.com,title,tt0087597,?ref_=fn_al_tt_1",,,,,"Alex Rogan is keen on videogames. His life on the countryside is dull; his only comfort is his seemingly pretty girlfriend and his videogame Starfighter. One night he breaks the record and then something he could never dream of happens: a few aliens seem to have dropped the videogame onto our vale of tears to test the fighting skills of young mortals. The friendly Alien Robert Preston is bringing him to a far corner of the universe. There he will be a part of the imperial fleet to shoot the disgusting creatures that threaten his highness to eternal hunting grounds.
Starfighter is a film that vibrates with energy. Action and humour are combined in a fantastic way. Nick Castle, who took his first steps into the film world as a screenwriter for John Carpenter (Escape from New York) and made a debut as director with TAG (1982) makes a spectacle out of Starfighter, where the sparks splash of the screen."
1986,movie ,Classic Retro,,THE THING,John Carpenter,1982,USA,,,"Kurt Russell, Wilford Brimley, Keith David",,,,,,,109',"Horror, Mystery, Science-Fiction",,,"https:,,www.imdb.com,title,tt0084787,?ref_=nv_sr_srsg_0",,,,,"During the winter of 1982 at American base on Antarctica becomes the victim to a “thing” of unknown origin. Everything starts with a husky being chased by a helicopter from a near-by base. The Norwegians are madly trying to shoot the dog. The animal reaches the American base where the helicopter crashes. Two members of the American team take off to the Norwegian base to ask for an explanation about the events. But the base is completely burned down.
Thirty years after The Thing from Another World John Carpenter made his version one that wants to be more of a sequel than a remake. The director of Halloween and The Fog was aware of every possibility in which his claustrophobic location enabled him to utilize it. Besides, the special effects of The Thing consist of an impeccable virtuosity. Talk about a ghastly thriller."
1986,movie ,Classic Retro,,LEGEND,Ridley Scott,1985,USA,,,"Tom Cruise, Mia Sara, Tim Curry",,,,,,,94',"Adventure, Fantasy, Romance",,,"https:,,www.imdb.com,title,tt0089469,?ref_=fn_al_tt_2",,,,,"In a fairytale kingdom where man and animal live peacefully next to each other under the protection of two holy unicorns, lives a beautiful princess. With her friend Jack, a sensitive and cheerful boy, she ventures into the enchanted forests. But under this paradise, inside the intestines of the earth, hides an evil creature, Darkness, that cherishes the dream to immerse this fairytale world into the darkness of evil.
With Legend Ridley Scott brings a plainspoken homage to Cocteau and Disney, and breaks new ground after his futuristic masterpieces Alien and Blade Runner. Legend is a kaleidoscopic world of whirling dream images, a forest of breathtaking beauty, a constellation of fantastic and allegoric creatures. Ridley Scott has bent the realism and pessimism that characterized his previous films into an epos about the battle between Light and Darkness."
1986,movie ,Classic Retro,,GHOSTBUSTERS,Ivan Reitman,1984,USA,,,"Bill Murray, Dan Aykroyd, Sigourney Weaver",,,,,,,105',"Action, Comedy, Fantasy",,,"https:,,www.imdb.com,title,tt0087332,?ref_=nv_sr_srsg_0",,,,,"Three friendly researchers at the university of New York are suggested in a rather blunt way it would be better for them to just pack their bags and leave. The university doesn’t tolerate quacks and surely it doesn’t take long for the academic board to decide that the three-pseudo scientists will not receive the grant for their mediocre parapsychological research. The threesome is on the street but they don’t give up on hope. They decide to collect the needed funds for their vital research themselves and enthusiastically open up their own business that they call Ghostbusters. They kind of form a commando-unit that hunts a very rare wild: ghosts. And, incomprehensible but true, there seems to be a lot of work to do. New York is overflowing with phantoms, forest ghosts, supernatural creatures, and other funny streak loving vermin.
The three Ghostbusters already formed a booming threesome on the immensely successful TV-show The Saturday Night Live Show, in which they performed alongside the mourned John Belushi and the irresistible Eddie Murphy. The threesome in question consists of the unprecedented Bill Murray (The Razor's Edge), the fantastic Dan Aykroyd (Blues Brothers) and the hilarious Harold Ramis. The comedians surpassed the commercial scores of Indiana Jones and the Gremlins in 1984."
1986,movie ,Classic Retro,,STARMAN,John Carpenter,1984,USA,,,"Jeff Bridges, Karen Allen, Charles Martin Smith",,,,,,,115',"Romance, Science-Fiction",,,"https:,,www.imdb.com,title,tt0088172,?ref_=nv_sr_srsg_0",,,,,"Jenny, sweetheart, don’t fool yourself. The man standing in front of you looks just like Scott, has the same deep voice like Scott, walks in the same way as Scott and also has the familiar clumsy traits like Scott… But it isn’t Scott. Didn’t he die in your arms a few months ago? You did burry him yourself? Is someone fooling you? No, Jenny, you don’t suffer from hallucinations. You are the witness of a strange intergalactic error and your pretty head will never understand it. Don’t throw yourself into the arms of that fool again: somewhere far away in the stars is his home.
Starman is the last film of John Carpenter (Escape from New York, The Thing) in which he introduces an intergalactic traveller called Jeff Bridges, who to his great annoyance is shipwrecked on planet earth. To escape the dumb earth residents to whom he is obviously as dangerous as a runaway mountain gorilla, he will have to take the form of a human, no less than the exact duplicate of Jenny’s deceased husband. We already know Jeff Bridges from Against All Odds, Cutter's Way and Tron, whilst Karen Alles (Raiders of the Lost Ark and The Aftermath) as Jenny, is on her way to become a great star."
